,Unnamed: 0,age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration
1571,1571,64,16436,0.05,0.03,4251087298,727,Yes,Bachelor or equivalent,Female,Yes,Single,9,3,6,17,Others,5,AK,322,61,No,No,0.29,4054,675
1572,1572,64,16436,0.05,0.03,4251087298,727,Yes,Bachelor or equivalent,Female,Yes,Single,9,3,6,17,Others,5,AK,322,61,No,No,0.29,3500,583
1573,1573,12,14465,0.07,0.01,4251037261,728,Yes,Master or equivalent,Female,Yes,Married,16,2,3,57,Others,365,LA,325,171,No,No,0.5,3030,505
1574,1574,12,14465,0.07,0.01,4251037261,728,Yes,Master or equivalent,Female,Yes,Married,16,2,3,57,Others,365,LA,325,171,No,No,0.5,4916,1229
1575,1575,42,125365,0.05,0.01,4251076586,729,Yes,Master or equivalent,Male,Yes,Married,74,3,1,76,Others,37,MD,22,186,No,No,0.95,2060,515
1576,1576,42,125365,0.05,0.01,4251076586,729,Yes,Master or equivalent,Male,Yes,Married,74,3,1,76,Others,37,MD,22,186,No,No,0.95,4793,798
1577,1577,58,123394,0.07,0.03,4251040428,730,Yes,High School or below,Male,No,Single,82,2,6,16,Others,397,OR,26,46,No,No,0.17,6018,1203
1578,1578,58,123394,0.07,0.03,4251040428,730,Yes,High School or below,Male,No,Single,82,2,6,16,Others,397,OR,26,46,No,No,0.17,1658,552
1579,1579,21,234295,0.05,0.03,4251015559,731,Yes,High School or below,Female,Yes,Married,20,3,4,35,Others,70,RI,223,61,No,No,0.62,1752,584
1580,1580,21,234295,0.05,0.03,4251015559,731,Yes,High School or below,Female,Yes,Married,20,3,4,35,Others,70,RI,223,61,No,No,0.62,3269,653
1581,1581,37,232323,0.07,0.01,4251014425,732,Yes,High School or below,Male,Yes,Single,27,1,1,75,Others,430,CO,226,171,No,No,0.83,3875,1291
1582,1582,37,232323,0.07,0.01,4251014425,732,Yes,High School or below,Male,Yes,Single,27,1,1,75,Others,430,CO,226,171,No,No,0.83,5820,831
1583,1583,67,93224,0.05,0.01,4251092193,733,Yes,High School or below,Female,Yes,Single,85,3,7,93,Others,102,DE,423,186,No,No,0.29,6274,896
1584,1584,67,93224,0.05,0.01,4251092193,733,Yes,High School or below,Female,Yes,Single,85,3,7,93,Others,102,DE,423,186,No,No,0.29,4273,534
1585,1585,15,91253,0.07,0.03,4251038981,734,Yes,Bachelor or equivalent,Female,Yes,Married,93,1,4,34,Others,463,MO,426,46,No,No,0.5,5493,915
1586,1586,15,91253,0.07,0.03,4251038981,734,Yes,Bachelor or equivalent,Female,Yes,Married,93,1,4,34,Others,463,MO,426,46,No,No,0.5,3983,663
1587,1587,45,202153,0.06,0.03,4251078068,735,Yes,Bachelor or equivalent,Male,No,Married,31,2,2,52,Others,135,MT,123,61,No,Yes,0.96,565,282
1588,1588,45,202153,0.06,0.03,4251078068,735,Yes,Bachelor or equivalent,Male,No,Married,31,2,2,52,Others,135,MT,123,61,No,Yes,0.96,2178,726
1589,1589,45,202153,0.06,0.03,4251078068,735,Yes,Bachelor or equivalent,Male,No,Married,31,2,2,52,Others,135,MT,123,61,No,Yes,0.96,1108,1108
1590,1590,61,200182,0.0,0.01,4251076793,736,Yes,Master or equivalent,Female,Yes,Married,38,1,0,93,Others,495,TX,127,171,No,No,0.17,2137,534
1591,1591,61,200182,0.0,0.01,4251076793,736,Yes,Master or equivalent,Female,Yes,Married,38,1,0,93,Others,495,TX,127,171,No,No,0.17,4558,759
1592,1592,23,61083,0.06,0.01,4251053862,737,Yes,Master or equivalent,Female,Yes,Married,96,2,5,11,Others,167,VT,323,186,No,No,0.62,8564,856
1593,1593,23,61083,0.06,0.01,4251053862,737,Yes,Master or equivalent,Female,Yes,Married,96,2,5,11,Others,167,VT,323,186,No,No,0.62,4552,910
1594,1594,23,61083,0.06,0.01,4251053862,737,Yes,Master or equivalent,Female,Yes,Married,96,2,5,11,Others,167,VT,323,186,No,No,0.62,558,558
1595,1595,39,59112,0.0,0.03,4251009976,738,Yes,High School or below,Male,Yes,Single,103,0,3,52,Others,28,ID,327,46,No,No,0.83,3471,867
1596,1596,39,59112,0.0,0.03,4251009976,738,Yes,High School or below,Male,Yes,Single,103,0,3,52,Others,28,ID,327,46,No,No,0.83,1209,604
1597,1597,70,170012,0.06,0.03,4251078521,739,Yes,High School or below,Female,Yes,Single,41,2,0,70,Others,200,IN,24,61,No,No,0.29,2415,805
1598,1598,70,170012,0.06,0.03,4251078521,739,Yes,High School or below,Female,Yes,Single,41,2,0,70,Others,200,IN,24,61,No,No,0.29,5717,714
1599,1599,70,170012,0.06,0.03,4251078521,739,Yes,High School or below,Female,Yes,Single,41,2,0,70,Others,200,IN,24,61,No,No,0.29,177,177
1600,1600,18,168041,0.0,0.01,4251015049,740,Yes,High School or below,Female,Yes,Married,49,0,6,11,Others,60,NM,27,171,No,No,0.5,1987,496
1601,1601,18,168041,0.0,0.01,4251015049,740,Yes,High School or below,Female,Yes,Married,49,0,6,11,Others,60,NM,27,171,No,No,0.5,2573,857
1602,1602,18,168041,0.0,0.01,4251015049,740,Yes,High School or below,Female,Yes,Married,49,0,6,11,Others,60,NM,27,171,No,No,0.5,355,177
1603,1603,48,28941,0.06,0.01,4251064534,741,Yes,High School or below,Male,Yes,Single,107,1,3,29,Others,233,NY,224,186,No,No,0.96,2186,1093
1604,1604,48,28941,0.06,0.01,4251064534,741,Yes,High School or below,Male,Yes,Single,107,1,3,29,Others,233,NY,224,186,No,No,0.96,2036,509
1605,1605,64,26970,0.0,0.03,4251023152,742,Yes,Bachelor or equivalent,Female,Yes,Married,114,0,1,70,Others,93,WI,227,46,No,Yes,0.17,4383,626
1606,1606,64,26970,0.0,0.03,4251023152,742,Yes,Bachelor or equivalent,Female,Yes,Married,114,0,1,70,Others,93,WI,227,46,No,Yes,0.17,6644,1107
1607,1607,26,137871,0.07,0.03,4251060991,743,Yes,Bachelor or equivalent,Male,Yes,Married,52,1,6,88,Others,265,AL,424,61,No,No,0.62,3663,610
1608,1608,26,137871,0.07,0.03,4251060991,743,Yes,Bachelor or equivalent,Male,Yes,Married,52,1,6,88,Others,265,AL,424,61,No,No,0.62,4302,614
1609,1609,42,135900,0.01,0.01,4251070755,744,Yes,Bachelor or equivalent,Male,No,Single,60,0,4,29,Others,125,LA,428,171,No,No,0.84,2987,497
1610,1610,42,135900,0.01,0.01,4251070755,744,Yes,Bachelor or equivalent,Male,No,Single,60,0,4,29,Others,125,LA,428,171,No,No,0.84,3059,1019
1611,1611,73,246800,0.07,0.01,4251033283,745,No,Master or equivalent,Female,Yes,Single,117,1,1,47,Others,298,MD,125,186,No,No,0.29,5966,745
1612,1612,73,246800,0.07,0.01,4251033283,745,No,Master or equivalent,Female,Yes,Single,117,1,1,47,Others,298,MD,125,186,No,No,0.29,3357,839
1613,1613,20,244829,0.01,0.03,4251071675,746,Yes,High School or below,Female,Yes,Single,5,3,7,87,Others,158,OR,128,46,No,No,0.5,5840,834
1614,1614,20,244829,0.01,0.03,4251071675,746,Yes,High School or below,Female,Yes,Single,5,3,7,87,Others,158,OR,128,46,No,No,0.5,2668,667
1615,1615,51,105729,0.07,0.03,4251029064,747,Yes,High School or below,Male,Yes,Single,63,1,5,6,Others,330,PA,325,61,No,No,0.96,2958,591
1616,1616,51,105729,0.07,0.03,4251029064,747,Yes,High School or below,Male,Yes,Single,63,1,5,6,Others,330,PA,325,61,No,No,0.96,1895,947
1617,1617,51,105729,0.07,0.03,4251029064,747,Yes,High School or below,Male,Yes,Single,63,1,5,6,Others,330,PA,325,61,No,No,0.96,831,831
1618,1618,67,103758,0.01,0.01,4251088409,748,Yes,High School or below,Female,Yes,Married,70,3,2,46,Others,190,CA,328,171,No,No,0.17,1450,725
1619,1619,67,103758,0.01,0.01,4251088409,748,Yes,High School or below,Female,Yes,Married,70,3,2,46,Others,190,CA,328,171,No,No,0.17,3543,708
1620,1620,29,214659,0.07,0.01,4251039311,749,Yes,High School or below,Male,No,Married,8,0,0,65,Others,363,CT,25,186,No,No,0.63,1193,298
1621,1621,29,214659,0.07,0.01,4251039311,749,Yes,High School or below,Male,No,Married,8,0,0,65,Others,363,CT,25,186,No,No,0.63,3504,876
1622,1622,45,212688,0.01,0.03,4251062161,750,Yes,High School or below,Male,No,Single,16,3,5,5,Others,223,MS,29,46,No,No,0.84,1467,366
1623,1623,45,212688,0.01,0.03,4251062161,750,Yes,High School or below,Male,No,Single,16,3,5,5,Others,223,MS,29,46,No,No,0.84,3548,1182
1624,1624,75,73588,0.0,0.03,4251067650,751,Yes,Bachelor or equivalent,Female,Yes,Married,74,0,3,24,Others,395,MT,226,61,No,No,0.29,5268,878
1625,1625,75,73588,0.0,0.03,4251067650,751,Yes,Bachelor or equivalent,Female,Yes,Married,74,0,3,24,Others,395,MT,226,61,No,No,0.29,5047,721
1626,1626,23,71617,0.02,0.01,4251012597,752,Yes,Bachelor or equivalent,Female,Yes,Single,81,3,0,64,Others,256,TX,229,171,No,No,0.5,1926,481
1627,1627,23,71617,0.02,0.01,4251012597,752,Yes,Bachelor or equivalent,Female,Yes,Single,81,3,0,64,Others,256,TX,229,171,No,No,0.5,3181,795
1628,1628,54,182518,0.0,0.01,4251023412,753,Yes,Bachelor or equivalent,Male,Yes,Single,19,0,6,83,Others,428,UT,426,186,No,No,0.96,2538,634
1629,1629,54,182518,0.0,0.01,4251023412,753,Yes,Bachelor or equivalent,Male,Yes,Single,19,0,6,83,Others,428,UT,426,186,No,No,0.96,5929,847
1630,1630,54,182518,0.0,0.01,4251023412,753,Yes,Bachelor or equivalent,Male,Yes,Single,19,0,6,83,Others,428,UT,426,186,No,No,0.96,425,425
1631,1631,69,180547,0.02,0.03,4251012509,754,Yes,PhD or equivalent,Female,Yes,Married,27,2,3,23,Others,288,HI,429,46,No,No,0.17,2430,486
1632,1632,69,180547,0.02,0.03,4251012509,754,Yes,PhD or equivalent,Female,Yes,Married,27,2,3,23,Others,288,HI,429,46,No,No,0.17,1667,555
1633,1633,69,180547,0.02,0.03,4251012509,754,Yes,PhD or equivalent,Female,Yes,Married,27,2,3,23,Others,288,HI,429,46,No,No,0.17,306,306
1634,1634,32,41447,0.0,0.03,4251019480,755,Yes,High School or below,Male,Yes,Married,84,0,1,42,Others,460,IL,126,61,No,No,0.63,675,675
1635,1635,32,41447,0.0,0.03,4251019480,755,Yes,High School or below,Male,Yes,Married,84,0,1,42,Others,460,IL,126,61,No,No,0.63,2096,419
1636,1636,48,39476,0.02,0.01,4251062034,756,Yes,High School or below,Male,Yes,Married,92,2,6,82,Others,321,NJ,130,171,No,No,0.84,5805,645
1637,1637,48,39476,0.02,0.01,4251062034,756,Yes,High School or below,Male,Yes,Married,92,2,6,82,Others,321,NJ,130,171,No,No,0.84,3989,569
1638,1638,78,150376,0.0,0.01,4251066912,757,Yes,High School or below,Female,Yes,Married,30,3,4,1,Others,493,NY,327,186,No,Yes,0.29,1418,709
1639,1639,78,150376,0.0,0.01,4251066912,757,Yes,High School or below,Female,Yes,Married,30,3,4,1,Others,493,NY,327,186,No,Yes,0.29,4402,733
1640,1640,78,150376,0.0,0.01,4251066912,757,Yes,High School or below,Female,Yes,Married,30,3,4,1,Others,493,NY,327,186,No,Yes,0.29,1024,1024
1641,1641,26,148405,0.02,0.03,4251084738,758,Yes,High School or below,Female,No,Single,37,2,1,41,Others,353,WI,330,46,No,No,0.5,3116,779
1642,1642,26,148405,0.02,0.03,4251084738,758,Yes,High School or below,Female,No,Single,37,2,1,41,Others,353,WI,330,46,No,No,0.5,7728,966
1643,1643,26,148405,0.02,0.03,4251084738,758,Yes,High School or below,Female,No,Single,37,2,1,41,Others,353,WI,330,46,No,No,0.5,116,116
1644,1644,56,9306,0.01,0.03,4251039235,759,Yes,Bachelor or equivalent,Male,Yes,Single,95,3,7,60,Others,26,WY,27,61,No,No,0.96,5966,852
1645,1645,56,9306,0.01,0.03,4251039235,759,Yes,Bachelor or equivalent,Male,Yes,Single,95,3,7,60,Others,26,WY,27,61,No,No,0.96,3963,660
1646,1646,72,7335,0.03,0.01,4251031356,760,Yes,Bachelor or equivalent,Female,Yes,Married,103,1,4,0,Others,386,KY,30,171,No,No,0.17,6424,713
1647,1647,72,7335,0.03,0.01,4251031356,760,Yes,Bachelor or equivalent,Female,Yes,Married,103,1,4,0,Others,386,KY,30,171,No,No,0.17,5045,720
1648,1648,35,118235,0.01,0.01,4251096447,761,Yes,Bachelor or equivalent,Male,Yes,Single,41,3,2,18,Others,58,ME,227,186,No,No,0.63,7385,923
1649,1649,35,118235,0.01,0.01,4251096447,761,Yes,Bachelor or equivalent,Male,Yes,Single,41,3,2,18,Others,58,ME,227,186,No,No,0.63,4435,739
1650,1650,50,116264,0.03,0.03,4251017877,762,Yes,Master or equivalent,Male,Yes,Married,48,1,7,59,Others,418,OK,231,46,No,No,0.84,5502,786
1651,1651,50,116264,0.03,0.03,4251017877,762,Yes,Master or equivalent,Male,Yes,Married,48,1,7,59,Others,418,OK,231,46,No,No,0.84,3648,729
1652,1652,13,227164,0.01,0.03,4251019658,763,Yes,PhD or equivalent,Female,No,Married,106,2,5,77,Others,91,PA,427,61,No,No,0.3,4172,695
1653,1653,13,227164,0.01,0.03,4251019658,763,Yes,PhD or equivalent,Female,No,Married,106,2,5,77,Others,91,PA,427,61,No,No,0.3,1589,529
1654,1654,29,225193,0.03,0.01,4251009665,764,Yes,High School or below,Female,No,Single,113,1,3,18,Others,451,CA,431,171,No,Yes,0.51,3167,633
1655,1655,29,225193,0.03,0.01,4251009665,764,Yes,High School or below,Female,No,Single,113,1,3,18,Others,451,CA,431,171,No,Yes,0.51,1774,443
1656,1656,59,86094,0.01,0.01,4251013028,765,Yes,High School or below,Male,Yes,Single,51,2,0,36,Technology Related Job,123,CO,128,186,Yes,No,0.96,7331,916
1657,1657,59,86094,0.01,0.01,4251013028,765,Yes,High School or below,Male,Yes,Single,51,2,0,36,Technology Related Job,123,CO,128,186,Yes,No,0.96,5001,625
1658,1658,59,86094,0.01,0.01,4251013028,765,Yes,High School or below,Male,Yes,Single,51,2,0,36,Technology Related Job,123,CO,128,186,Yes,No,0.96,1390,1390
1659,1659,75,84123,0.03,0.02,4251020566,766,Yes,High School or below,Female,Yes,Single,59,1,6,77,Others,483,MN,131,46,No,No,0.17,3639,727
1660,1660,75,84123,0.03,0.02,4251020566,766,Yes,High School or below,Female,Yes,Single,59,1,6,77,Others,483,MN,131,46,No,No,0.17,4917,819
1661,1661,37,195023,0.02,0.03,4251026017,767,Yes,High School or below,Male,Yes,Single,117,2,3,95,Technology Related Job,156,MO,328,61,No,No,0.63,2475,618
1662,1662,37,195023,0.02,0.03,4251026017,767,Yes,High School or below,Male,Yes,Single,117,2,3,95,Technology Related Job,156,MO,328,61,No,No,0.63,3606,901
1663,1663,37,195023,0.02,0.03,4251026017,767,Yes,High School or below,Male,Yes,Single,117,2,3,95,Technology Related Job,156,MO,328,61,No,No,0.63,1158,1158
1664,1664,53,193052,0.04,0.0,4251064640,768,Yes,Bachelor or equivalent,Male,Yes,Married,4,0,1,36,Others,16,TN,331,171,No,No,0.84,9863,704
1665,1665,53,193052,0.04,0.0,4251064640,768,Yes,Bachelor or equivalent,Male,Yes,Married,4,0,1,36,Others,16,TN,331,171,No,No,0.84,3675,735
1666,1666,16,53952,0.02,0.01,4251088672,769,Yes,Bachelor or equivalent,Female,No,Married,62,2,6,54,Technology Related Job,188,UT,28,186,No,No,0.3,3835,958
1667,1667,16,53952,0.02,0.01,4251088672,769,Yes,Bachelor or equivalent,Female,No,Married,62,2,6,54,Technology Related Job,188,UT,28,186,No,No,0.3,5181,740
1668,1668,16,53952,0.02,0.01,4251088672,769,Yes,Bachelor or equivalent,Female,No,Married,62,2,6,54,Technology Related Job,188,UT,28,186,No,No,0.3,131,131
1669,1669,32,51981,0.04,0.02,4251099933,770,Yes,Master or equivalent,Male,Yes,Single,70,0,4,95,Others,49,HI,32,46,No,No,0.51,3809,761
1670,1670,32,51981,0.04,0.02,4251099933,770,Yes,Master or equivalent,Male,Yes,Single,70,0,4,95,Others,49,HI,32,46,No,No,0.51,3921,653
1671,1671,62,162882,0.02,0.03,4251055051,771,Yes,Master or equivalent,Female,Yes,Single,8,1,1,13,Technology Related Job,221,ID,229,61,No,No,0.96,905,181
1672,1672,62,162882,0.02,0.03,4251055051,771,Yes,Master or equivalent,Female,Yes,Single,8,1,1,13,Technology Related Job,221,ID,229,61,No,No,0.96,7050,881
1673,1673,78,160911,0.04,0.0,4251079293,772,Yes,High School or below,Female,Yes,Single,15,0,7,54,Others,81,NH,232,171,No,No,0.17,5014,835
1674,1674,78,160911,0.04,0.0,4251079293,772,Yes,High School or below,Female,Yes,Single,15,0,7,54,Others,81,NH,232,171,No,No,0.17,5203,867
1675,1675,40,21811,0.02,0.01,4251045644,773,Yes,High School or below,Male,Yes,Single,73,1,4,72,Technology Related Job,254,NM,429,186,No,No,0.63,2054,684
1676,1676,40,21811,0.02,0.01,4251045644,773,Yes,High School or below,Male,Yes,Single,73,1,4,72,Technology Related Job,254,NM,429,186,No,No,0.63,2934,586
1677,1677,56,19840,0.04,0.02,4251074912,774,Yes,High School or below,Male,Yes,Married,80,0,2,12,Others,114,WV,432,46,No,No,0.84,3626,604
1678,1678,56,19840,0.04,0.02,4251074912,774,Yes,High School or below,Male,Yes,Married,80,0,2,12,Others,114,WV,432,46,No,No,0.84,2540,635
1679,1679,18,130741,0.03,0.03,4251060562,775,Yes,High School or below,Female,Yes,Married,18,1,0,31,Technology Related Job,286,WY,129,61,No,No,0.3,5761,960
1680,1680,18,130741,0.03,0.03,4251060562,775,Yes,High School or below,Female,Yes,Married,18,1,0,31,Technology Related Job,286,WY,129,61,No,No,0.3,4271,1067
1681,1681,34,128770,0.05,0.0,4251091027,776,Yes,Bachelor or equivalent,Male,Yes,Single,26,3,5,71,Others,146,KY,133,171,No,No,0.51,4864,694
1682,1682,34,128770,0.05,0.0,4251091027,776,Yes,Bachelor or equivalent,Male,Yes,Single,26,3,5,71,Others,146,KY,133,171,No,No,0.51,4902,612
1683,1683,65,239670,0.03,0.01,4251052376,777,Yes,Bachelor or equivalent,Female,No,Married,84,0,3,90,Technology Related Job,319,ME,330,186,No,No,0.96,3759,751
1684,1684,65,239670,0.03,0.01,4251052376,777,Yes,Bachelor or equivalent,Female,No,Married,84,0,3,90,Technology Related Job,319,ME,330,186,No,No,0.96,282,94
1685,1685,13,237699,0.05,0.02,4251038069,778,Yes,Master or equivalent,Female,No,Single,91,3,0,30,Others,179,OH,333,46,No,No,0.18,2484,414
1686,1686,13,237699,0.05,0.02,4251038069,778,Yes,Master or equivalent,Female,No,Single,91,3,0,30,Others,179,OH,333,46,No,No,0.18,1955,488
1687,1687,43,98599,0.03,0.03,4251096644,779,Yes,Master or equivalent,Male,Yes,Single,29,0,6,49,Technology Related Job,351,OR,30,61,No,Yes,0.63,5122,731
1688,1688,43,98599,0.03,0.03,4251096644,779,Yes,Master or equivalent,Male,Yes,Single,29,0,6,49,Technology Related Job,351,OR,30,61,No,Yes,0.63,7206,720
1689,1689,59,96628,0.05,0.0,4251088380,780,Yes,High School or below,Male,Yes,Married,37,3,3,89,Others,211,AR,33,171,No,No,0.84,2205,551
1690,1690,59,96628,0.05,0.0,4251088380,780,Yes,High School or below,Male,Yes,Married,37,3,3,89,Others,211,AR,33,171,No,No,0.84,5125,640
1691,1691,21,207529,0.03,0.01,4251056540,781,Yes,High School or below,Female,Yes,Married,94,0,1,8,Technology Related Job,384,CO,230,186,No,No,0.3,2090,418
1692,1692,21,207529,0.03,0.01,4251056540,781,Yes,High School or below,Female,Yes,Married,94,0,1,8,Technology Related Job,384,CO,230,186,No,No,0.3,3411,682
1693,1693,37,205558,0.06,0.02,4251077165,782,Yes,High School or below,Male,Yes,Married,102,2,6,48,Others,244,MN,234,46,No,No,0.51,4070,678
1694,1694,37,205558,0.06,0.02,4251077165,782,Yes,High School or below,Male,Yes,Married,102,2,6,48,Others,244,MN,234,46,No,No,0.51,3723,620
1695,1695,68,66458,0.04,0.03,4251013134,783,Yes,High School or below,Female,No,Married,40,0,4,67,Technology Related Job,416,MO,431,61,No,No,0.97,5235,1047
1696,1696,68,66458,0.04,0.03,4251013134,783,Yes,High School or below,Female,No,Married,40,0,4,67,Technology Related Job,416,MO,431,61,No,No,0.97,6338,633
1697,1697,15,64487,0.06,0.0,4251064646,784,Yes,Bachelor or equivalent,Female,Yes,Single,47,2,1,7,Others,276,SD,434,171,No,No,0.18,4633,661
1698,1698,15,64487,0.06,0.0,4251064646,784,Yes,Bachelor or equivalent,Female,Yes,Single,47,2,1,7,Others,276,SD,434,171,No,No,0.18,5218,1043
1699,1699,15,64487,0.06,0.0,4251064646,784,Yes,Bachelor or equivalent,Female,Yes,Single,47,2,1,7,Others,276,SD,434,171,No,No,0.18,622,622
1700,1700,46,175387,0.04,0.01,4251035716,785,Yes,Bachelor or equivalent,Male,Yes,Single,105,3,7,26,Technology Related Job,449,TX,131,186,No,No,0.63,4254,850
1701,1701,46,175387,0.04,0.01,4251035716,785,Yes,Bachelor or equivalent,Male,Yes,Single,105,3,7,26,Technology Related Job,449,TX,131,186,No,No,0.63,1962,490
1702,1702,62,173416,0.06,0.02,4251039763,786,Yes,Bachelor or equivalent,Male,Yes,Married,113,2,4,66,Others,309,GA,134,46,No,Yes,0.84,6326,790
1703,1703,62,173416,0.06,0.02,4251039763,786,Yes,Bachelor or equivalent,Male,Yes,Married,113,2,4,66,Others,309,GA,134,46,No,Yes,0.84,3771,754
1704,1704,24,34317,0.04,0.03,4251030016,787,Yes,Master or equivalent,Female,Yes,Single,51,3,2,85,Technology Related Job,481,ID,331,61,No,No,0.3,2104,526
1705,1705,24,34317,0.04,0.03,4251030016,787,Yes,Master or equivalent,Female,Yes,Single,51,3,2,85,Technology Related Job,481,ID,331,61,No,No,0.3,1126,563
1706,1706,40,32346,0.06,0.0,4251066290,788,Yes,High School or below,Male,Yes,Married,58,2,7,25,Others,342,NH,334,171,No,No,0.51,5762,576
1707,1707,40,32346,0.06,0.0,4251066290,788,Yes,High School or below,Male,Yes,Married,58,2,7,25,Others,342,NH,334,171,No,No,0.51,1987,662
1708,1708,70,143246,0.04,0.01,4251016207,789,Yes,High School or below,Female,Yes,Married,116,3,5,44,Technology Related Job,14,NM,31,186,No,No,0.97,3200,640
1709,1709,70,143246,0.04,0.01,4251016207,789,Yes,High School or below,Female,Yes,Married,116,3,5,44,Technology Related Job,14,NM,31,186,No,No,0.97,3465,577
1710,1710,18,141275,0.07,0.02,4251011218,790,Yes,High School or below,Female,Yes,Single,3,1,2,84,Others,374,WA,35,46,Yes,No,0.18,7358,919
1711,1711,18,141275,0.07,0.02,4251011218,790,Yes,High School or below,Female,Yes,Single,3,1,2,84,Others,374,WA,35,46,Yes,No,0.18,4999,833
1712,1712,18,141275,0.07,0.02,4251011218,790,Yes,High School or below,Female,Yes,Single,3,1,2,84,Others,374,WA,35,46,Yes,No,0.18,872,436
1713,1713,49,2176,0.05,0.03,4251079183,791,No,High School or below,Male,Yes,Single,61,3,0,2,Technology Related Job,47,WI,232,61,No,No,0.63,4263,609
1714,1714,49,2176,0.05,0.03,4251079183,791,No,High School or below,Male,Yes,Single,61,3,0,2,Technology Related Job,47,WI,232,61,No,No,0.63,4972,828
1715,1715,64,204,0.07,0.0,4251023963,792,Yes,High School or below,Male,No,Single,69,1,5,43,Others,407,KS,235,171,No,No,0.85,2426,606
1716,1716,64,204,0.07,0.0,4251023963,792,Yes,High School or below,Male,No,Single,69,1,5,43,Others,407,KS,235,171,No,No,0.85,2485,414
1717,1717,64,204,0.07,0.0,4251023963,792,Yes,High School or below,Male,No,Single,69,1,5,43,Others,407,KS,235,171,No,No,0.85,844,844
